id,name,slug,department_code,insee_code,postal_code,lat,lng,pop
6756,La Chapelle-aux-Saints,chapelle-aux-saints,19,19044,19120,44.9833,1.71667,200
6757,Peyrissac,peyrissac,19,19165,19260,45.5,1.68333,100
6758,Saint-Clément,saint-clement-19,19,19194,19700,45.3333,1.68333,1200
6759,Sérilhac,serilhac,19,19257,19190,45.1,1.73333,300
6760,Sadroc,sadroc,19,19178,19270,45.2833,1.55,800
6761,Puy-d'Arnac,puy-d-arnac,19,19169,19120,45.0333,1.8,300
6762,Aix,aix-19,19,19002,19200,45.6167,2.38333,400
6763,Corrèze,correze,19,19062,19800,45.3667,1.88333,1200
6764,Segonzac,segonzac-19,19,19253,19310,45.2667,1.26667,200
6765,Chamboulive,chamboulive,19,19037,19450,45.4333,1.7,1300
6766,Ayen,ayen,19,19015,19310,45.25,1.31667,700
6767,Saint-Pardoux-la-Croisille,saint-pardoux-la-croisille,19,19231,19320,45.25,1.98333,200
6768,Ussac,ussac,19,19274,19270,45.1167,1.61667,3600
6769,Concèze,conceze,19,19059,19350,45.35,1.35,400
6770,Monestier-Merlines,monestier-merlines,19,19141,19340,45.65,2.48333,300
6771,Gimel-les-Cascades,gimel-les-cascades,19,19085,19800,45.2995,1.85056,700
6772,Saint-Germain-Lavolps,saint-germain-lavolps,19,19206,19290,45.6167,2.21667,100
6773,Saint-Hilaire-Peyroux,saint-hilaire-peyroux,19,19211,19560,45.2167,1.65,900
6774,Sarran,sarran,19,19251,19800,45.4167,1.95,300
6775,Rilhac-Xaintrie,rilhac-xaintrie,19,19173,19220,45.1667,2.2,300
6776,Louignac,louignac,19,19120,19310,45.2167,1.26667,200
6777,Cornil,cornil,19,19061,19150,45.2167,1.68333,1400
6778,Saint-Martin-la-Méanne,saint-martin-la-meanne,19,19222,19320,45.1667,1.98333,400
6779,Venarsal,venarsal,19,19282,19360,45.2,1.61667,500
6780,Saint-Ybard,saint-ybard,19,19248,19140,45.45,1.53333,700
6781,Lagarde-Enval,lagarde-enval,19,19098,19150,45.1833,1.81667,700
6782,Condat-sur-Ganaveix,condat-sur-ganaveix,19,19060,19140,45.4667,1.6,700
6783,Bellechassagne,bellechassagne,19,19021,19290,45.65,2.23333,100
6784,Veix,veix,19,19281,19260,45.5167,1.83333,100
6785,Sexcles,sexcles,19,19259,19430,45.05,2.01667,200
6786,Meilhards,meilhards,19,19131,19510,45.55,1.65,500
6787,Chauffour-sur-Vell,chauffour-sur-vell,19,19050,19500,45.0167,1.66667,400
6788,Chanac-les-Mines,chanac-les-mines,19,19041,19150,45.2667,1.81667,500
6789,Courteix,courteix,19,19065,19340,45.65,2.35,100
6790,Juillac,juillac-19,19,19094,19350,45.3167,1.31667,1200
6791,Pérols-sur-Vézère,perols-sur-vezere,19,19160,19170,45.5833,1.98333,200
6792,Saint-Fréjoux,saint-frejoux,19,19204,19200,45.5333,2.38333,300
6793,Merlines,merlines,19,19134,19340,45.6473,2.46084,800
6794,Saint-Éloy-les-Tuileries,saint-eloy-les-tuileries,19,19198,19210,45.45,1.28333,100
6795,Saint-Chamant,saint-chamant-19,19,19192,19380,45.1333,1.9,500
6796,Liginiac,liginiac,19,19113,19160,45.4153,2.33334,600
6797,Celle,celle-19,19,19095,19170,45.65,1.81667,100
6798,Beaumont,beaumont-19,19,19020,19390,45.4223,1.8025,100
6799,Auriac,auriac-19,19,19014,19220,45.2,2.16667,200
6800,Saint-Cirgues-la-Loutre,saint-cirgues-la-loutre,19,19193,19220,45.0833,2.11667,200
6801,Saint-Rémy,saint-remy-19,19,19238,19290,45.65,2.28333,200
6802,Beyssenac,beyssenac,19,19025,19230,45.4,1.26667,400
6803,Gourdon-Murat,gourdon-murat,19,19087,19170,45.5333,1.9,100
6804,Ségur-le-Château,segur-le-chateau,19,19254,19230,45.4333,1.31667,200
6805,Saint-Bonnet-les-Tours-de-Merle,saint-bonnet-les-tours-de-merle,19,19189,19430,45.0667,2.08333,0
6806,Seilhac,seilhac,19,19255,19700,45.3667,1.71667,1700
6807,Brivezac,brivezac,19,19032,19120,45.0333,1.85,200
6808,Feyt,feyt,19,19083,19340,45.7,2.48333,100
6809,Bar,bar,19,19016,19800,45.35,1.81667,300
6810,Brignac-la-Plaine,brignac-la-plaine,19,19030,19310,45.1833,1.33333,800
6811,Le Jardin,jardin-19,19,19092,19300,45.3167,2.05,100
6812,L'Église-aux-Bois,eglise-aux-bois,19,19074,19170,45.65,1.8,0
6813,Chamberet,chamberet,19,19036,19370,45.5833,1.71667,1300
6814,Champagnac-la-Noaille,champagnac-la-noaille,19,19039,19320,45.3167,2.01667,200
6815,Lanteuil,lanteuil,19,19105,19190,45.1333,1.66667,500
6816,Pradines,pradines-19,19,19168,19170,45.5167,1.91667,100
6817,Rosiers-de-Juillac,rosiers-de-juillac,19,19177,19350,45.3,1.3,200
6818,Montgibaud,montgibaud,19,19144,19210,45.5167,1.41667,200
6819,Voutezac,voutezac,19,19288,19130,45.2833,1.43333,1200
6820,Perpezac-le-Noir,perpezac-le-noir,19,19162,19410,45.3167,1.55,1000
6821,Marcillac-la-Croze,marcillac-la-croze,19,19126,19500,45.0333,1.75,200
6822,Peyrelevade,peyrelevade,19,19164,19290,45.7,2.06667,800
6823,Aubazines,aubazines,19,19013,19190,45.1742,1.67,800
6824,Espartignac,espartignac,19,19076,19140,45.4167,1.6,400
6825,Saint-Sylvain,saint-sylvain-19,19,19245,19380,45.1833,1.88333,100
6826,Saint-Merd-les-Oussines,saint-merd-les-oussines,19,19226,19170,45.6333,2.05,100
6827,Maussac,maussac,19,19130,19250,45.4833,2.15,400
6828,Pandrignes,pandrignes,19,19158,19150,45.2333,1.85,200
6829,Meymac,meymac,19,19136,19250,45.5333,2.16667,2600
6830,Albignac,albignac,19,19003,19190,45.1333,1.68333,300
6831,Salon-la-Tour,salon-la-tour,19,19250,19510,45.5,1.53333,700
6832,Saint-Martin-Sepert,saint-martin-sepert,19,19223,19210,45.4333,1.46667,300
6833,Estivals,estivals,19,19077,19600,45.0333,1.46667,100
6834,Sarroux,sarroux,19,19252,19110,45.4167,2.43333,400
6835,Eygurande,eygurande,19,19080,19340,45.6667,2.46667,700
6836,Latronche,latronche,19,19110,19160,45.3,2.23333,100
6837,Saint-Julien-près-Bort,saint-julien-pres-bort,19,19218,19110,45.4167,2.4,400
6838,Eyrein,eyrein,19,19081,19800,45.3333,1.95,500
6839,Monestier-Port-Dieu,monestier-port-dieu,19,19142,19110,45.5,2.51667,100
6840,Larche,larche-19,19,19107,19600,45.1167,1.41667,1700
6841,Saint-Bazile-de-la-Roche,saint-bazile-de-la-roche,19,19183,19320,45.1667,1.96667,200
6842,Saint-Hilaire-Taurieux,saint-hilaire-taurieux,19,19212,19400,45.0667,1.85,100
6843,Beaulieu-sur-Dordogne,beaulieu-sur-dordogne,19,19019,19120,44.9833,1.83333,1300
6844,Saint-Bonnet-la-Rivière,saint-bonnet-la-riviere,19,19187,19130,45.3,1.36667,300
6845,Forges,forges-19,19,19084,19380,45.1667,1.88333,300
6846,Saint-Cyr-la-Roche,saint-cyr-la-roche,19,19196,19130,45.2667,1.4,400
6847,Lignareix,lignareix,19,19114,19200,45.6167,2.3,200
6848,Saint-Pantaléon-de-Larche,saint-pantaleon-de-larche,19,19229,19600,45.1333,1.45,4600
6849,Saint-Setiers,saint-setiers,19,19241,19290,45.7,2.13333,200
6850,Tudeils,tudeils,19,19271,19120,45.05,1.8,200
6851,Albussac,albussac,19,19004,19380,45.1333,1.83333,700
6852,Allassac,allassac,19,19005,19240,45.25,1.48333,3700
6853,Tarnac,tarnac,19,19265,19170,45.6833,1.95,300
6854,Saint-Augustin,saint-augustin-19,19,19181,19390,45.4167,1.83333,400
6855,Meyrignac-l'Église,meyrignac-l-eglise,19,19137,19800,45.4,1.85,100
6856,Beynat,beynat,19,19023,19190,45.1245,1.72333,1200
6857,Saint-Exupéry-les-Roches,saint-exupery-les-roches,19,19201,19200,45.5167,2.38333,500
6858,Sornac,sornac,19,19261,19290,45.6667,2.2,800
6859,Saint-Pardoux-Corbier,saint-pardoux-corbier,19,19230,19210,45.4333,1.45,400
6860,Branceilles,branceilles,19,19029,19500,45.0167,1.7,300
6861,Ussel,ussel-19,19,19275,19200,45.55,2.31667,10400
6862,Saint-Yrieix-le-Déjalat,saint-yrieix-le-dejalat,19,19249,19300,45.45,1.96667,400
6863,Vigeois,vigeois,19,19285,19410,45.3833,1.51667,1200
6864,Saint-Geniez-ô-Merle,saint-geniez-o-merle,19,19205,19220,45.0667,2.08333,100
6865,Lamazière-Basse,lamaziere-basse,19,19102,19160,45.3667,2.16667,300
6866,Saint-Étienne-la-Geneste,saint-etienne-la-geneste,19,19200,19160,45.45,2.35,100
6867,Saint-Julien-le-Vendômois,saint-julien-le-vendomois,19,19216,19210,45.4667,1.31667,300
6868,Liourdres,liourdres,19,19116,19120,44.9333,1.8,200
6869,Benayes,benayes,19,19022,19510,45.5167,1.46667,300
6870,Combressol,combressol,19,19058,19250,45.4833,2.16667,400
6871,Saint-Jal,saint-jal,19,19213,19700,45.4,1.63333,600
6872,Orliac-de-Bar,orliac-de-bar,19,19155,19390,45.3667,1.8,300
6873,Couffy-sur-Sarsonne,couffy-sur-sarsonne,19,19064,19340,45.6667,2.33333,100
6874,Saint-Priest-de-Gimel,saint-priest-de-gimel,19,19236,19800,45.3,1.86667,500
6875,Ladignac-sur-Rondelles,ladignac-sur-rondelles,19,19096,19150,45.2337,1.83778,400
6876,Montaignac-Saint-Hippolyte,montaignac-saint-hippolyte,19,19143,19300,45.35,2.01667,500
6877,Lamazière-Haute,lamaziere-haute,19,19103,19340,45.6667,2.4,100
6878,Madranges,madranges,19,19122,19470,45.4833,1.78333,200
6879,Saint-Merd-de-Lapleau,saint-merd-de-lapleau,19,19225,19320,45.2667,2.08333,100
6880,Altillac,altillac,19,19007,19120,44.9667,1.86667,800
6881,Estivaux,estivaux,19,19078,19410,45.3167,1.48333,400
6882,Mansac,mansac,19,19124,19520,45.1667,1.38333,1400
6883,Rosiers-d'Égletons,rosiers-d-egletons,19,19176,19300,45.3833,2.01667,1100
6884,Treignac,treignac,19,19269,19260,45.5333,1.8,1400
6885,Nonards,nonards,19,19152,19120,45.0333,1.8,400
6886,Chirac-Bellevue,chirac-bellevue,19,19055,19160,45.45,2.31667,300
6887,Saint-Hilaire-Foissac,saint-hilaire-foissac,19,19208,19550,45.3333,2.13333,200
6888,Saint-Bonnet-l'Enfantier,saint-bonnet-l-enfantier,19,19188,19410,45.3,1.51667,300
6889,Laval-sur-Luzège,laval-sur-luzege,19,19111,19550,45.2333,2.15,100
6890,Palisse,palisse,19,19157,19160,45.4167,2.21667,200
6891,La Chapelle-aux-Brocs,chapelle-aux-brocs,19,19043,19360,45.15,1.61667,400
6892,Laguenne,laguenne,19,19101,19150,45.2333,1.78333,1500
6893,Saint-Martial-de-Gimel,saint-martial-de-gimel,19,19220,19150,45.2667,1.86667,500
6894,Laroche-près-Feyt,laroche-pres-feyt,19,19108,19340,45.7,2.51667,100
6895,Ambrugeat,ambrugeat,19,19008,19250,45.5333,2.13333,200
6896,Marcillac-la-Croisille,marcillac-la-croisille,19,19125,19320,45.2833,2.03333,800
6897,Saint-Viance,saint-viance,19,19246,19240,45.2167,1.45,1600
6898,Gumond,gumond,19,19090,19320,45.2167,1.98333,100
6899,Sainte-Marie-Lapanouze,sainte-marie-lapanouze,19,19219,19160,45.4333,2.35,100
6900,Lapleau,lapleau,19,19106,19550,45.2833,2.16667,400
6901,Lubersac,lubersac,19,19121,19210,45.45,1.4,2300
6902,Saint-Bazile-de-Meyssac,saint-bazile-de-meyssac,19,19184,19500,45.05,1.73333,200
6903,Champagnac-la-Prune,champagnac-la-prune,19,19040,19320,45.1833,1.98333,200
6904,Donzenac,donzenac,19,19072,19270,45.2333,1.53333,2400
6905,Saint-Robert,saint-robert-19,19,19239,19310,45.25,1.3,300
6906,Chavanac,chavanac,19,19052,19290,45.6333,2.1,100
6907,Chaumeil,chaumeil,19,19051,19390,45.4564,1.88167,200
6908,Malemort-sur-Corrèze,malemort-sur-correze,19,19123,19360,45.1667,1.55,7300
6909,Cosnac,cosnac,19,19063,19360,45.1333,1.6,2900
6910,Saint-Étienne-aux-Clos,saint-etienne-aux-clos,19,19199,19200,45.5667,2.46667,200
6911,Brive-la-Gaillarde,brive-la-gaillarde,19,19031,19100,45.15,1.53333,49700
6912,Noailles,noailles-19,19,19151,19600,45.1,1.53333,800
6913,Rilhac-Treignac,rilhac-treignac,19,19172,19260,45.5333,1.66667,100
6914,Mercœur,mercoeur-19,19,19133,19430,45.0167,1.95,200
6915,Saint-Victour,saint-victour,19,19247,19200,45.4667,2.38333,200
6916,Saint-Pardoux-le-Vieux,saint-pardoux-le-vieux,19,19233,19200,45.6167,2.28333,300
6917,Saint-Julien-aux-Bois,saint-julien-aux-bois,19,19214,19220,45.1333,2.13333,500
6918,Servières-le-Château,servieres-le-chateau,19,19258,19220,45.1333,2.03333,700
6919,Pierrefitte,pierrefitte-19,19,19166,19450,45.4167,1.61667,100
6920,Meyssac,meyssac,19,19138,19500,45.05,1.66667,1200
6921,Chameyrat,chameyrat,19,19038,19330,45.2333,1.7,1600
6922,Bugeat,bugeat,19,19033,19170,45.6,1.93333,900
6923,Saint-Hilaire-les-Courbes,saint-hilaire-les-courbes,19,19209,19170,45.6,1.83333,200
6924,Viam,viam,19,19284,19170,45.6,1.88333,100
6925,Vars-sur-Roseix,vars-sur-roseix,19,19279,19130,45.25,1.36667,300
6926,Saint-Martial-Entraygues,saint-martial-entraygues,19,19221,19400,45.1167,1.98333,100
6927,Végennes,vegennes,19,19280,19120,44.9833,1.75,200
6928,Ligneyrac,ligneyrac,19,19115,19500,45.05,1.61667,300
6929,Goulles,goulles-19,19,19086,19430,45.05,2.08333,400
6930,Grandsaigne,grandsaigne,19,19088,19300,45.4833,1.93333,0
6931,Neuville,neuville-19,19,19149,19380,45.1167,1.83333,200
6932,Saint-Solve,saint-solve,19,19242,19130,45.3,1.4,400
6933,Bilhac,bilhac,19,19026,19120,44.95,1.78333,200
6934,Bassignac-le-Haut,bassignac-le-haut,19,19018,19220,45.2167,2.06667,200
6935,Lissac-sur-Couze,lissac-sur-couze,19,19117,19600,45.1,1.46667,700
6936,Margerides,margerides,19,19128,19200,45.45,2.4,300
6937,Bassignac-le-Bas,bassignac-le-bas,19,19017,19430,45.0167,1.86667,100
6938,Bonnefond,bonnefond,19,19027,19170,45.5333,1.98333,100
6939,Cublac,cublac,19,19066,19520,45.15,1.31667,1700
6940,Chenailler-Mascheix,chenailler-mascheix,19,19054,19120,45.0545,1.84,200
6941,Marc-la-Tour,marc-la-tour,19,19127,19150,45.2,1.85,200
6942,Autricourt,autricourt,21,21034,21570,47.9966,4.61977,100
6943,Saint-Seine-sur-Vingeanne,saint-seine-sur-vingeanne,21,21574,21610,47.5167,5.43333,400
6944,Léry,lery-21,21,21345,21440,47.5667,4.83333,200
6945,Marcellois,marcellois,21,21377,21350,47.35,4.61667,0
6946,Meuilley,meuilley,21,21409,21700,47.1333,4.88333,500
6947,Trugny,trugny,21,21647,21250,46.9833,5.15,100
6948,Saussy,saussy,21,21589,21380,47.4667,4.95,100
6949,Nesle-et-Massoult,nesle-et-massoult,21,21451,21330,47.7833,4.43333,100
6950,Lantenay,lantenay-21,21,21339,21370,47.3333,4.86667,500
6951,Montmoyen,montmoyen,21,21438,21290,47.7333,4.8,100
6952,Blaisy-Bas,blaisy-bas,21,21080,21540,47.3667,4.73333,700
6953,Venarey-les-Laumes,venarey-les-laumes,21,21663,21150,47.5333,4.43333,3000
6954,Trouhans,trouhans,21,21645,21170,47.15,5.26667,600
6955,Darois,darois,21,21227,21121,47.3833,4.93333,500
6956,Lucenay-le-Duc,lucenay-le-duc,21,21358,21150,47.6,4.51667,200
6957,Varanges,varanges,21,21656,21110,47.2333,5.2,800
6958,Semezanges,semezanges,21,21601,21220,47.2153,4.85834,100
6959,Viserny,viserny,21,21709,21500,47.5667,4.28333,200
6960,Spoy,spoy-21,21,21614,21120,47.45,5.2,300
6961,Montigny-Saint-Barthélemy,montigny-saint-barthelemy,21,21430,21390,47.4167,4.26667,100
6962,Planay,planay-21,21,21484,21500,47.75,4.38333,100
6963,Fleurey-sur-Ouche,fleurey-sur-ouche,21,21273,21410,47.3167,4.85,1200
6964,Busseaut,busseaut,21,21117,21510,47.7333,4.65,100
6965,Avosnes,avosnes,21,21040,21350,47.3667,4.65,100
6966,Colombier,colombier-21,21,21184,21360,47.1667,4.66667,100
6967,Charmes,charmes-21,21,21146,21310,47.3833,5.35,100
6968,Channay,channay,21,21143,21330,47.8833,4.33333,100
6969,Genay,genay-21,21,21291,21140,47.5333,4.3,300
6970,Chazilly,chazilly,21,21164,21320,47.1833,4.58333,100
6971,Jailly-les-Moulins,jailly-les-moulins,21,21321,21150,47.45,4.6,100
6972,Gilly-lès-Cîteaux,gilly-les-cîteaux,21,21297,21640,47.1667,4.98333,600
6973,Villeberny,villeberny,21,21690,21350,47.4333,4.6,100
6974,Chaudenay-le-Château,chaudenay-le-chateau,21,21156,21360,47.1833,4.65,0
6975,Bézouotte,bezouotte,21,21072,21310,47.3833,5.33333,200
6976,Meloisey,meloisey,21,21401,21190,47.0333,4.73333,300
6977,Pouilly-sur-Vingeanne,pouilly-sur-vingeanne,21,21503,21610,47.5333,5.43333,100
6978,Saulon-la-Chapelle,saulon-la-chapelle,21,21585,21910,47.2167,5.08333,1100
6979,Lusigny-sur-Ouche,lusigny-sur-ouche,21,21360,21360,47.0833,4.66667,100
6980,Bellenod-sur-Seine,bellenod-sur-seine,21,21061,21510,47.7,4.65,100
6981,Chaume-et-Courchamp,chaume-et-courchamp,21,21158,21610,47.5695,5.35112,100
6982,Saint-Broing-les-Moines,saint-broing-les-moines,21,21543,21290,47.6833,4.83333,200
6983,Villaines-les-Prévôtes,villaines-les-prevotes,21,21686,21500,47.55,4.3,100
6984,Thorey-sur-Ouche,thorey-sur-ouche,21,21634,21360,47.15,4.7,200
6985,Norges-la-Ville,norges-la-ville,21,21462,21490,47.4,5.06667,900
6986,Puligny-Montrachet,puligny-montrachet,21,21512,21190,46.95,4.75,400
6987,Savigny-sous-Mâlain,savigny-sous-malain,21,21592,21540,47.3333,4.76667,200
6988,Saulx-le-Duc,saulx-le-duc,21,21587,21120,47.5333,5.01667,300
6989,Charrey-sur-Seine,charrey-sur-seine,21,21149,21400,47.9445,4.51278,100
6990,Chambolle-Musigny,chambolle-musigny,21,21133,21220,47.1833,4.95,300
6991,Clémencey,clemencey,21,21178,21220,47.25,4.88333,100
6992,Quincey,quincey-21,21,21517,21700,47.1167,4.96667,400
6993,Chemin-d'Aisey,chemin-d-aisey,21,21165,21400,47.7333,4.56667,100
6994,Corgoloin,corgoloin,21,21194,21700,47.0833,4.91667,900
6995,Ménessaire,menessaire,21,21403,21430,47.1333,4.15,100
6996,Villecomte,villecomte,21,21692,21120,47.5167,5.03333,300
6997,Ébaty,ebaty,21,21236,21190,46.9333,4.78333,200
6998,Samerey,samerey,21,21581,21170,47.0833,5.36667,100
6999,Voulaines-les-Templiers,voulaines-les-templiers,21,21717,21290,47.8195,4.77806,300
7000,Quetigny,quetigny,21,21515,21800,47.3167,5.11667,9600
7001,Vix,vix-21,21,21711,21400,47.9,4.55,100
7002,Saint-Euphrône,saint-euphrone,21,21547,21140,47.4833,4.38333,200
7003,Riel-les-Eaux,riel-les-eaux,21,21524,21570,47.9667,4.68333,100
7004,Drambon,drambon,21,21233,21270,47.3333,5.36667,200
7005,La Roche-en-Brenil,roche-en-brenil,21,21525,21530,47.3667,4.16667,900
7006,Marmagne,marmagne-21,21,21389,21500,47.6167,4.36667,200
7007,Bretenière,breteniere-21,21,21106,21110,47.2406,5.11417,700
7008,Poncey-sur-l'Ignon,poncey-sur-l-ignon,21,21494,21440,47.5,4.76667,100
7009,Magny-Montarlot,magny-montarlot,21,21367,21130,47.2481,5.34723,200
7010,Montagny-lès-Beaune,montagny-les-beaune,21,21423,21200,46.9833,4.85,700
7011,Mesmont,mesmont-21,21,21406,21540,47.3167,4.75,200
7012,Moloy,moloy,21,21421,21120,47.5333,4.91667,200
7013,Beire-le-Châtel,beire-le-chatel,21,21056,21310,47.4167,5.2,800
7014,Curtil-Saint-Seine,curtil-saint-seine,21,21218,21380,47.45,4.93333,100
7015,Saint-Hélier,saint-helier,21,21552,21690,47.3833,4.68333,0
7016,Couchey,couchey,21,21200,21160,47.2667,4.98333,1200
7017,La Motte-Ternant,motte-ternant,21,21445,21210,47.3167,4.33333,200
7018,Sainte-Marie-la-Blanche,sainte-marie-la-blanche,21,21558,21200,46.9833,4.9,800
7019,Puits,puits,21,21511,21400,47.7333,4.46667,100
7020,Quincerot,quincerot-21,21,21516,21500,47.6114,4.26667,100
7021,Chambœuf,chamboeuf-21,21,21132,21220,47.2333,4.9,300
7022,Chevigny-en-Valière,chevigny-en-valiere,21,21170,21200,46.9667,4.96667,300
7023,Montbard,montbard,21,21425,21500,47.6167,4.33333,5600
7024,Salives,salives,21,21579,21580,47.6167,4.9,300
7025,Corgengoux,corgengoux,21,21193,21250,46.9833,5.0,300
7026,Maconge,maconge,21,21362,21320,47.2,4.58333,100
7027,Broindon,broindon,21,21113,21220,47.2,5.05,100
7028,Montliot-et-Courcelles,montliot-et-courcelles,21,21435,21400,47.8833,4.56667,300
7029,Chaudenay-la-Ville,chaudenay-la-ville,21,21155,21360,47.1667,4.65,0
7030,Nuits-Saint-Georges,nuits-saint-georges,21,21464,21700,47.1333,4.95,5500
7031,Izier,izier,21,21320,21110,47.2833,5.18333,700
7032,Savigny-le-Sec,savigny-le-sec,21,21591,21380,47.4333,5.05,800
7033,Ancey,ancey,21,21013,21410,47.3333,4.83333,400
7034,Culètre,culetre,21,21216,21230,47.15,4.58333,100
7035,Villiers-le-Duc,villiers-le-duc,21,21704,21400,47.8167,4.71667,100
7036,Jours-en-Vaux,jours-en-vaux,21,21327,21340,47.05,4.58333,100
7037,Massingy-lès-Vitteaux,massingy-les-vitteaux,21,21395,21350,47.4,4.58333,100
7038,Marigny-le-Cahouët,marigny-le-cahouet,21,21386,21150,47.4667,4.45,300
7039,Verdonnet,verdonnet,21,21664,21330,47.7333,4.31667,100
7040,Billey,billey,21,21074,21130,47.15,5.43333,200
7041,Athée,athee-21,21,21028,21130,47.2333,5.36667,800
7042,Saint-Germain-de-Modéon,saint-germain-de-modeon,21,21548,21530,47.3833,4.13333,200
7043,Vougeot,vougeot,21,21716,21640,47.1667,4.96667,200
7044,Tichey,tichey,21,21637,21250,47.0167,5.28333,200
7045,Tailly,tailly-21,21,21616,21190,46.9667,4.81667,200
7046,Thoste,thoste,21,21635,21460,47.4333,4.21667,100
7047,Coulmier-le-Sec,coulmier-le-sec,21,21201,21400,47.75,4.48333,300
7048,Marcilly-et-Dracy,marcilly-et-dracy,21,21381,21350,47.4,4.5,100
7049,Barjon,barjon,21,21049,21580,47.6167,4.96667,0
7050,Vieilmoulin,vieilmoulin,21,21679,21540,47.3117,4.67889,100
7051,Cirey-lès-Pontailler,cirey-les-pontailler,21,21175,21270,47.3,5.3,100
7052,Thorey-sous-Charny,thorey-sous-charny,21,21633,21350,47.3167,4.45,200
7053,Beaumont-sur-Vingeanne,beaumont-sur-vingeanne,21,21053,21310,47.4667,5.36667,200
7054,Commarin,commarin,21,21187,21320,47.25,4.65,100
7055,Lamarche-sur-Saône,lamarche-sur-saone,21,21337,21760,47.2667,5.38333,1200
7056,Menesble,menesble,21,21402,21290,47.7667,4.9,0
7057,Soissons-sur-Nacey,soissons-sur-nacey,21,21610,21270,47.25,5.45,300
7058,Villy-en-Auxois,villy-en-auxois,21,21707,21350,47.4167,4.63333,200
7059,Binges,binges,21,21076,21270,47.3333,5.26667,600
7060,Maisey-le-Duc,maisey-le-duc,21,21372,21400,47.8333,4.66667,100
7061,Fixin,fixin,21,21265,21220,47.25,4.96667,800
7062,Molesme,molesme,21,21419,21330,47.935,4.35695,200
7063,Agey,agey,21,21002,21410,47.2833,4.76667,300
7064,Vic-sous-Thil,vic-sous-thil,21,21678,21390,47.3667,4.31667,200
7065,Drée,dree,21,21234,21540,47.35,4.68333,100
7066,Pluvet,pluvet,21,21487,21110,47.2,5.26667,400
7067,Velars-sur-Ouche,velars-sur-ouche,21,21661,21370,47.3333,4.9,1700
7068,Gissey-le-Vieil,gissey-le-vieil,21,21298,21350,47.3167,4.48333,100
7069,Heuilley-sur-Saône,heuilley-sur-saone,21,21316,21270,47.3333,5.45,300
7070,Cussy-le-Châtel,cussy-le-chatel,21,21222,21230,47.1667,4.58333,100
7071,Marandeuil,marandeuil,21,21376,21270,47.35,5.35,100
7072,Charrey-sur-Saône,charrey-sur-saone,21,21148,21170,47.0833,5.16667,300
7073,Échannay,echannay,21,21238,21540,47.2833,4.68333,100
7074,Montigny-sur-Aube,montigny-sur-aube,21,21432,21520,47.95,4.76667,300
7075,Chenôve,chenove,21,21166,21300,47.2833,5.0,14500
7076,Pernand-Vergelesses,pernand-vergelesses,21,21480,21420,47.08,4.85112,300
7077,Vic-des-Prés,vic-des-pres,21,21677,21360,47.1,4.63333,100
7078,Bessey-en-Chaume,bessey-en-chaume,21,21065,21360,47.0833,4.73333,100
7079,Foissy,foissy,21,21274,21230,47.1167,4.56667,200
7080,Villars-Fontaine,villars-fontaine,21,21688,21700,47.15,4.88333,100
7081,Villiers-en-Morvan,villiers-en-morvan,21,21703,21430,47.15,4.26667,0
7082,Savigny-lès-Beaune,savigny-les-beaune,21,21590,21420,47.0667,4.81667,1400
7083,Bouze-lès-Beaune,bouze-les-beaune,21,21099,21200,47.05,4.76667,300
7084,Tellecey,tellecey,21,21624,21270,47.2833,5.28333,100
7085,Montagny-lès-Seurre,montagny-les-seurre,21,21424,21250,47.0167,5.25,100
7086,Pothières,pothieres,21,21499,21400,47.9167,4.5,200
7087,Villotte-sur-Ource,villotte-sur-ource,21,21706,21400,47.8667,4.68333,100
7088,Martrois,martrois,21,21392,21320,47.3,4.53333,100
7089,Gerland,gerland,21,21294,21700,47.1,5.0,400
7090,Chassagne-Montrachet,chassagne-montrachet,21,21150,21190,46.9333,4.73333,400
7091,Magny-lès-Aubigny,magny-les-aubigny,21,21366,21170,47.1167,5.16667,200
7092,Combertault,combertault,21,21185,21200,47.0,4.9,500
7093,Saint-Jean-de-Bœuf,saint-jean-de-boeuf,21,21553,21410,47.2167,4.75,100
7094,Gevrolles,gevrolles,21,21296,21520,47.9833,4.7805,200
7095,Reulle-Vergy,reulle-vergy,21,21523,21220,47.1833,4.9,100
7096,Vianges,vianges,21,21675,21430,47.1667,4.33333,100
7097,Glanon,glanon,21,21301,21250,47.0333,5.1,200
7098,Faverolles-lès-Lucey,faverolles-les-lucey,21,21262,21290,47.8333,4.86667,0
7099,Bouhey,bouhey,21,21091,21360,47.2,4.66667,0
7100,Corpeau,corpeau,21,21196,21190,46.9333,4.75,1000
7101,Souhey,souhey,21,21612,21140,47.4833,4.41667,100
7102,Avot,avot,21,21041,21580,47.6167,5.01667,100
7103,Boussey,boussey,21,21097,21350,47.3667,4.55,0
7104,Montceau-et-Écharnant,montceau-et-echarnant,21,21427,21360,47.0667,4.66667,200
7105,Bellefond,bellefond-21,21,21059,21490,47.3833,5.06667,800
7106,Fain-lès-Moutiers,fain-les-moutiers,21,21260,21500,47.5833,4.21667,200
7107,Gevrey-Chambertin,gevrey-chambertin,21,21295,21220,47.2333,4.95,3100
7108,Bousselange,bousselange,21,21095,21250,46.9833,5.26667,100
7109,Brazey-en-Morvan,brazey-en-morvan,21,21102,21430,47.1833,4.3,200
7110,Crécey-sur-Tille,crecey-sur-tille,21,21211,21120,47.5667,5.13333,200
