id,name,slug,department_code,insee_code,postal_code,lat,lng,pop
19712,Roches-Bettaincourt,roches-bettaincourt,52,52044,52270,48.3062,5.25139,600
19713,Mennouveaux,mennouveaux,52,52319,52240,48.1,5.41667,100
19714,Bugnières,bugnieres,52,52082,52210,47.95,5.1,100
19715,Noidant-le-Rocheux,noidant-le-rocheux,52,52355,52200,47.8167,5.23333,200
19716,Noncourt-sur-le-Rongeant,noncourt-sur-le-rongeant,52,52357,52230,48.4167,5.25,200
19717,Verseilles-le-Haut,verseilles-le-haut,52,52516,52250,47.7667,5.3,0
19718,Foulain,foulain,52,52205,52800,48.0333,5.21667,700
19719,Paroy-sur-Saulx,paroy-sur-saulx,52,52378,52300,48.5167,5.26667,0
19720,Balesmes-sur-Marne,balesmes-sur-marne,52,52036,52200,47.8167,5.38333,300
19721,Buxières-lès-Clefmont,buxieres-les-clefmont,52,52085,52240,48.1,5.46667,0
19722,Saint-Thiébault,saint-thiebault,52,52455,52150,48.2,5.58333,300
19723,Jonchery,jonchery,52,52251,52000,48.1333,5.08333,1000
19724,Fresnes-sur-Apance,fresnes-sur-apance,52,52208,52400,47.9333,5.83333,200
19725,Maranville,maranville,52,52308,52370,48.1333,4.86667,500
19726,Neuilly-l'Évêque,neuilly-l-eveque,52,52348,52360,47.9167,5.43333,600
19727,Germaines,germaines,52,52216,52160,47.8,5.03333,0
19728,Gilley,gilley-52,52,52223,52500,47.6833,5.63333,100
19729,Chantraines,chantraines,52,52107,52700,48.2167,5.25,200
19730,Bize,bize-52,52,52051,52500,47.8333,5.63333,100
19731,Ville-aux-Bois,ville-aux-bois-52,52,52276,52000,48.1,5.23333,200
19732,Attancourt,attancourt,52,52021,52130,48.5333,4.93333,200
19733,Biesles,biesles,52,52050,52340,48.0833,5.3,1400
19734,Cirfontaines-en-Azois,cirfontaines-en-azois,52,52130,52370,48.1167,4.86667,200
19735,Neuilly-sur-Suize,neuilly-sur-suize,52,52349,52000,48.05,5.15,300
19736,Torcenay,torcenay,52,52492,52600,47.8167,5.46667,500
19737,Colmier-le-Bas,colmier-le-bas,52,52137,52160,47.7667,4.95,0
19738,Chatonrupt-Sommermont,chatonrupt-sommermont,52,52118,52300,48.4878,5.125,300
19739,Vraincourt,vraincourt,52,52548,52310,48.2333,5.11667,100
19740,Oudincourt,oudincourt,52,52371,52310,48.2167,5.08333,200
19741,Juzennecourt,juzennecourt,52,52253,52330,48.1833,4.98333,200
19742,Rouvroy-sur-Marne,rouvroy-sur-marne,52,52440,52300,48.35,5.15,400
19743,Chalvraines,chalvraines,52,52095,52700,48.2333,5.48333,200
19744,Semilly,semilly,52,52468,52700,48.2667,5.46667,100
19745,Vauxbons,vauxbons,52,52507,52200,47.8833,5.15,100
19746,Lachapelle-en-Blaisy,lachapelle-en-blaisy,52,52254,52330,48.2,4.96667,100
19747,Changey,changey,52,52105,52360,47.9333,5.38333,300
19748,Andelot-Blancheville,andelot-blancheville,52,52008,52700,48.2434,5.29862,900
19749,Nully,nully,52,52359,52110,48.3662,4.80612,200
19750,Thonnance-lès-Joinville,thonnance-les-joinville,52,52490,52300,48.45,5.16667,800
19751,Arnancourt,arnancourt,52,52019,52110,48.35,4.91667,100
19752,Chanoy,chanoy,52,52106,52260,47.9167,5.28333,100
19753,Doncourt-sur-Meuse,doncourt-sur-meuse,52,52174,52150,48.15,5.56667,100
19754,Germisay,germisay,52,52219,52230,48.4,5.35,0
19755,Vitry-lès-Nogent,vitry-les-nogent,52,52541,52800,47.9833,5.35,200
19756,Latrecey-Ormoy-sur-Aube,latrecey-ormoy-sur-aube,52,52274,52120,47.9834,4.85695,300
19757,Aillianville,aillianville,52,52003,52700,48.35,5.48333,200
19758,Maizières-sur-Amance,maizieres-sur-amance,52,52303,52500,47.8333,5.61667,100
19759,Celsoy,celsoy,52,52090,52600,47.8667,5.48333,100
19760,Rouvres-sur-Aube,rouvres-sur-aube,52,52439,52160,47.85,4.96667,100
19761,Saint-Vallier-sur-Marne,saint-vallier-sur-marne,52,52457,52200,47.8333,5.4,200
19762,Choilley-Dardenay,choilley-dardenay,52,52126,52190,47.6639,5.35389,200
19763,Riaucourt,riaucourt,52,52421,52000,48.1833,5.15,500
19764,Rangecourt,rangecourt,52,52416,52140,48.05,5.48333,100
19765,Blessonville,blessonville,52,52056,52120,48.0667,5.0,200
19766,Brethenay,brethenay,52,52072,52000,48.15,5.13333,400
19767,Valleroy,valleroy-52,52,52503,52500,47.7,5.65,0
19768,Bassoncourt,bassoncourt,52,52038,52240,48.0667,5.56667,100
19769,Peigney,peigney,52,52380,52200,47.8833,5.36667,300
19770,Thivet,thivet,52,52488,52800,47.9833,5.28333,300
19771,Magneux,magneux-52,52,52300,52130,48.5137,5.005,200
19772,Rolampont,rolampont,52,52432,52260,47.95,5.26667,1600
19773,Coublanc,coublanc-52,52,52145,52500,47.7,5.46667,100
19774,Blumeray,blumeray,52,52057,52110,48.3667,4.85,100
19775,Serqueux,serqueux-52,52,52470,52400,47.9833,5.73333,500
19776,Malaincourt-sur-Meuse,malaincourt-sur-meuse,52,52304,52150,48.15,5.6,100
19777,Marnay-sur-Marne,marnay-sur-marne,52,52315,52800,48.0,5.23333,300
19778,Dancevoir,dancevoir,52,52165,52210,47.9167,4.86667,200
19779,Vesaignes-sur-Marne,vesaignes-sur-marne,52,52518,52800,48.0,5.26667,100
19780,Flammerécourt,flammerecourt,52,52201,52110,48.3667,5.05,100
19781,Grenant,grenant,52,52229,52500,47.7167,5.5,200
19782,Longeau-Percey,longeau-percey,52,52292,52250,47.7673,5.31084,700
19783,Mardor,mardor,52,52312,52200,47.8833,5.2,100
19784,Saulles,saulles,52,52464,52500,47.7167,5.51667,100
19785,Arc-en-Barrois,arc-en-barrois,52,52017,52210,47.95,5.0,800
19786,Signéville,signeville,52,52473,52700,48.2667,5.26667,100
19787,Guindrecourt-aux-Ormes,guindrecourt-aux-ormes,52,52231,52300,48.45,5.03333,100
19788,La Genevroye,genevroye,52,52214,52320,48.2833,5.05,0
19789,Chatenay-Mâcheron,chatenay-macheron,52,52115,52200,47.85,5.4,100
19790,Prez-sous-Lafauche,prez-sous-lafauche,52,52407,52700,48.2833,5.5,300
19791,Rivière-les-Fosses,riviere-les-fosses,52,52425,52190,47.6667,5.23333,200
19792,Guyonvelle,guyonvelle,52,52233,52400,47.85,5.71667,100
19793,Humberville,humberville,52,52245,52700,48.2833,5.38333,100
19794,Mirbel,mirbel,52,52326,52320,48.2833,5.05,100
19795,Vitry-en-Montagne,vitry-en-montagne,52,52540,52160,47.8333,5.08333,0
19796,Blécourt,blecourt-52,52,52055,52300,48.3833,5.08333,100
19797,Coupray,coupray,52,52146,52210,47.9667,4.93333,200
19798,Bologne,bologne,52,52058,52310,48.2,5.13333,1900
19799,Allichamps,allichamps,52,52006,52130,48.5667,4.88333,400
19800,Mandres-la-Côte,mandres-la-cote,52,52305,52800,48.0667,5.33333,500
19801,Pisseloup,pisseloup,52,52390,52500,47.8333,5.73333,0
19802,Nogent,nogent,52,52353,52800,48.0295,5.34528,4000
19803,Sommancourt,sommancourt,52,52475,52130,48.5,5.03333,100
19804,Hallignicourt,hallignicourt,52,52235,52100,48.65,4.86667,300
19805,Aingoulaincourt,aingoulaincourt,52,52004,52230,48.45,5.28333,0
19806,Belmont,belmont-52,52,52043,52500,47.7167,5.55,100
19807,Fayl-Billot,fayl-billot,52,52197,52500,47.782,5.60084,1400
19808,Bayard-sur-Marne,bayard-sur-marne,52,52265,52170,48.5542,5.07667,1500
19809,Puellemontier,puellemontier,52,52411,52220,48.5,4.7,200
19810,Aubepierre-sur-Aube,aubepierre-sur-aube,52,52022,52210,47.9167,4.91667,200
19811,Prauthoy,prauthoy,52,52405,52190,47.6667,5.28333,500
19812,Fays,fays-52,52,52198,52130,48.4667,5.03333,100
19813,Champigneulles-en-Bassigny,champigneulles-en-bassigny,52,52101,52150,48.1317,5.64389,100
19814,Mussey-sur-Marne,mussey-sur-marne,52,52346,52300,48.3833,5.15,300
19815,Hâcourt,hacourt,52,52234,52150,48.1667,5.56667,0
19816,Humbécourt,humbecourt,52,52244,52290,48.5833,4.9,700
19817,Champsevraine,champsevraine,52,52083,52500,47.747,5.54945,800
19818,Louvières,louvieres-52,52,52295,52800,48.0333,5.28333,100
19819,Perthes,perthes-52,52,52386,52100,48.6562,4.82334,600
19820,Poiseul,poiseul,52,52397,52360,47.9167,5.48333,100
19821,Bourdons-sur-Rognon,bourdons-sur-rognon,52,52061,52700,48.1667,5.35,300
19822,Éclaron-Braucourt-Sainte-Livière,eclaron-braucourt-sainte-liviere,52,52182,52290,48.5909,4.86612,2000
19823,Le Val-d'Esnoms,val-d-esnoms,52,52189,52190,47.6887,5.21334,400
19824,Louvemont,louvemont,52,52294,52130,48.55,4.9,800
19825,Dommarien,dommarien,52,52170,52190,47.6833,5.35,200
19826,Germay,germay,52,52218,52230,48.4167,5.35,0
19827,Parnoy-en-Bassigny,parnoy-en-bassigny,52,52377,52400,48.0073,5.64445,300
19828,Pautaines-Augeville,pautaines-augeville,52,52379,52270,48.3523,5.31473,0
19829,Saint-Loup-sur-Aujon,saint-loup-sur-aujon,52,52450,52210,47.8833,5.08333,200
19830,Saint-Martin-lès-Langres,saint-martin-les-langres,52,52452,52200,47.8833,5.26667,100
19831,Forcey,forcey,52,52204,52700,48.15,5.35,100
19832,Voisines,voisines-52,52,52545,52200,47.85,5.16667,100
19833,Colombey-les-Deux-Églises,colombey-les-deux-eglises,52,52140,52330,48.2167,4.88333,700
19834,Perrogney-les-Fontaines,perrogney-les-fontaines,52,52384,52160,47.8117,5.19862,100
19835,Ferrière-et-Lafolie,ferriere-et-lafolie,52,52199,52300,48.4,5.08333,0
19836,Bay-sur-Aube,bay-sur-aube,52,52040,52160,47.8167,5.06667,100
19837,Orquevaux,orquevaux,52,52369,52700,48.3,5.4,100
19838,Chalancey,chalancey,52,52092,52160,47.6833,5.15,100
19839,Damrémont,damremont,52,52164,52400,47.95,5.65,200
19840,Cour-l'Évêque,cour-l-eveque,52,52151,52210,47.9667,4.98333,200
19841,Bettancourt-la-Ferrée,bettancourt-la-ferree,52,52045,52100,48.65,4.96667,1900
19842,Chaumont,chaumont-52,52,52121,52000,48.1167,5.13333,24000
19843,Maâtz,maatz,52,52298,52500,47.7,5.45,100
19844,Viéville,vieville,52,52522,52310,48.2333,5.13333,300
19845,Montier-en-Der,montier-en-der,52,52331,52220,48.4833,4.76667,2100
19846,Villars-Santenoge,villars-santenoge,52,52526,52160,47.7398,4.99195,100
19847,Saint-Blin,saint-blin,52,52444,52700,48.2714,5.41278,400
19848,Orges,orges,52,52365,52120,48.0833,4.93333,400
19849,Val-de-Meuse,val-de-meuse,52,52332,52140,47.9998,5.49834,2200
19850,Sommerécourt,sommerecourt,52,52476,52150,48.2333,5.66667,100
19851,Annéville-la-Prairie,anneville-la-prairie,52,52011,52310,48.2,5.08333,100
19852,Curmont,curmont,52,52157,52330,48.2667,4.95,0
19853,Poulangy,poulangy,52,52401,52800,48.0333,5.25,400
19854,Saint-Urbain-Maconcourt,saint-urbain-maconcourt,52,52456,52300,48.4006,5.18223,700
19855,Rennepont,rennepont,52,52419,52370,48.15,4.85,200
19856,Orbigny-au-Val,orbigny-au-val,52,52363,52360,47.8833,5.43333,100
19857,Lavernoy,lavernoy,52,52275,52140,47.9167,5.56667,100
19858,Aprey,aprey,52,52014,52250,47.7667,5.23333,200
19859,Autreville-sur-la-Renne,autreville-sur-la-renne,52,52031,52120,48.1167,4.96667,500
19860,Brousseval,brousseval,52,52079,52130,48.4833,4.96667,700
19861,Daillancourt,daillancourt,52,52160,52110,48.3,4.95,100
19862,Mertrud,mertrud,52,52321,52110,48.4167,4.88333,200
19863,Chaumont-la-Ville,chaumont-la-ville,52,52122,52150,48.15,5.65,100
19864,Liffol-le-Petit,liffol-le-petit,52,52289,52700,48.3,5.53333,400
19865,Dinteville,dinteville,52,52168,52120,48.0333,4.8,100
19866,Beurville,beurville,52,52047,52110,48.3167,4.83333,100
19867,Brennes,brennes,52,52070,52200,47.8,5.28333,100
19868,Rachecourt-sur-Marne,rachecourt-sur-marne,52,52414,52170,48.5333,5.1,800
19869,Verbiesles,verbiesles,52,52514,52000,48.0667,5.18333,300
19870,Le Châtelet-sur-Meuse,chatelet-sur-meuse,52,52400,52400,47.9828,5.6275,200
19871,Chauffourt,chauffourt,52,52120,52140,47.9667,5.43333,200
19872,Marac,marac,52,52307,52260,47.9167,5.2,200
19873,Millières,millieres-52,52,52325,52240,48.1333,5.41667,100
19874,Ternat,ternat,52,52486,52210,47.9,5.13333,100
19875,Richebourg,richebourg-52,52,52422,52120,48.0167,5.06667,300
19876,Levécourt,levecourt,52,52287,52150,48.1333,5.56667,100
19877,Luzy-sur-Marne,luzy-sur-marne,52,52297,52000,48.05,5.18333,300
19878,Bourg-Sainte-Marie,bourg-sainte-marie,52,52063,52150,48.1833,5.55,100
19879,Troisfontaines-la-Ville,troisfontaines-la-ville,52,52497,52130,48.54,5.02917,400
19880,Huilliécourt,huilliecourt,52,52243,52150,48.1667,5.55,100
19881,Busson,busson,52,52084,52700,48.3333,5.36667,0
19882,Villiers-sur-Suize,villiers-sur-suize,52,52538,52210,47.9833,5.2,200
19883,Charmes-la-Grande,charmes-la-grande,52,52110,52110,48.3833,4.98333,200
19884,Outremécourt,outremecourt,52,52372,52150,48.2167,5.68333,100
19885,Humes-Jorquenay,humes-jorquenay,52,52246,52200,47.9031,5.30223,600
19886,Villiers-en-Lieu,villiers-en-lieu,52,52534,52100,48.6667,4.9,1600
19887,Bannes,bannes-52,52,52037,52360,47.9,5.4,400
19888,Gudmont-Villiers,gudmont-villiers,52,52230,52320,48.3439,5.13723,400
19889,Cohons,cohons,52,52134,52600,47.7833,5.35,300
19890,Vecqueville,vecqueville,52,52512,52300,48.45,5.15,600
19891,Morionvilliers,morionvilliers,52,52342,52700,48.3667,5.41667,0
19892,Faverolles,faverolles-52,52,52196,52260,47.95,5.21667,100
19893,Rimaucourt,rimaucourt,52,52423,52700,48.25,5.33333,800
19894,Dampierre,dampierre-52,52,52163,52360,47.95,5.4,400
19895,Domremy-Landéville,domremy-landeville,52,52173,52270,48.3606,5.25056,100
19896,Champigny-lès-Langres,champigny-les-langres,52,52102,52200,47.9,5.35,400
19897,Valleret,valleret,52,52502,52130,48.4833,5.0,100
19898,Échenay,echenay,52,52181,52230,48.4667,5.31667,100
19899,Rizaucourt-Buchey,rizaucourt-buchey,52,52426,52330,48.2787,4.86556,100
19900,Domblain,domblain,52,52169,52130,48.4709,4.99362,100
19901,Ville-en-Blaisois,ville-en-blaisois,52,52528,52130,48.4333,4.96667,200
19902,Chambroncourt,chambroncourt,52,52097,52700,48.35,5.4,0
19903,Terre-Natale,terre-natale,52,52504,52400,47.8959,5.62139,400
19904,Morancourt,morancourt,52,52341,52110,48.4333,5.0,100
19905,Frampas,frampas,52,52206,52220,48.5167,4.83333,200
19906,Annonville,annonville,52,52012,52230,48.3833,5.26667,0
19907,Planrupt,planrupt,52,52391,52220,48.5,4.78333,300
19908,Droyes,droyes,52,52180,52220,48.5167,4.7,400
19909,Effincourt,effincourt,52,52184,52300,48.5,5.26667,100
19910,Soncourt-sur-Marne,soncourt-sur-marne,52,52480,52320,48.25,5.11667,400
19911,Leurville,leurville,52,52286,52700,48.3333,5.38333,100
19912,Vouécourt,vouecourt,52,52547,52320,48.2667,5.13333,200
19913,Haute-Amance,haute-amance,52,52242,52600,47.8417,5.55195,1000
19914,Suzannecourt,suzannecourt,52,52484,52300,48.45,5.16667,300
19915,Rachecourt-Suzémont,rachecourt-suzemont,52,52413,52130,48.4573,4.96473,100
19916,Montreuil-sur-Blaise,montreuil-sur-blaise,52,52336,52130,48.4833,4.96667,200
19917,Buxières-lès-Villiers,buxieres-les-villiers,52,52087,52000,48.1,5.03333,200
19918,Meures,meures,52,52322,52310,48.2,5.06667,100
19919,Cirey-sur-Blaise,cirey-sur-blaise,52,52129,52110,48.3333,4.93333,100
19920,Saint-Ciergues,saint-ciergues,52,52447,52200,47.8833,5.25,200
19921,Moëslains,moeslains,52,52327,52100,48.6167,4.9,500
19922,Mareilles,mareilles,52,52313,52700,48.1833,5.26667,100
19923,Rançonnières,ranconnieres,52,52415,52140,47.9333,5.55,100
19924,Velles,velles-52,52,52513,52500,47.8333,5.71667,100
19925,Rougeux,rougeux,52,52438,52500,47.8167,5.58333,100
19926,Chatenay-Vaudin,chatenay-vaudin,52,52116,52360,47.85,5.45,100
19927,Bourg,bourg-52,52,52062,52200,47.8,5.31667,100
19928,Chamarandes-Choignes,chamarandes-choignes,52,52125,52000,48.1078,5.17084,1100
19929,Nomécourt,nomecourt,52,52356,52300,48.4333,5.06667,100
19930,Lanty-sur-Aube,lanty-sur-aube,52,52272,52120,48.0167,4.76667,100
19931,Beauchemin,beauchemin,52,52042,52260,47.9,5.25,100
19932,Doulevant-le-Petit,doulevant-le-petit,52,52179,52130,48.45,4.95,0
19933,Vicq,vicq-52,52,52520,52400,47.9167,5.6,200
19934,Ceffonds,ceffonds,52,52088,52220,48.4667,4.76667,600
19935,Praslay,praslay,52,52403,52160,47.7333,5.1,100
19936,Arbigny-sous-Varennes,arbigny-sous-varennes,52,52015,52500,47.8667,5.61667,100
19937,Doulaincourt-Saucourt,doulaincourt-saucourt,52,52177,52270,48.3228,5.20639,1000
19938,Langres,langres,52,52269,52200,47.8667,5.33333,8200
19939,Poinsenot,poinsenot,52,52393,52160,47.7167,5.0,100
19940,Grandchamp,grandchamp-52,52,52228,52600,47.725,5.45,100
19941,Chalindrey,chalindrey,52,52093,52600,47.8,5.43333,2700
19942,Saint-Dizier,saint-dizier,52,52448,52100,48.6333,4.95,26400
19943,Fronville,fronville,52,52212,52300,48.4,5.15,300
19944,Cerisières,cerisieres,52,52091,52320,48.3078,5.08028,100
19945,Cuves,cuves-52,52,52159,52240,48.1,5.43333,0
19946,Noyers,noyers-52,52,52358,52240,48.0667,5.48333,100
19947,Lamancine,lamancine,52,52260,52310,48.2167,5.11667,100
19948,Dommartin-le-Saint-Père,dommartin-le-saint-pere,52,52172,52110,48.4,4.91667,300
19949,Chaudenay,chaudenay-52,52,52119,52600,47.8333,5.5,300
19950,Eurville-Bienville,eurville-bienville,52,52194,52410,48.585,5.03667,2000
19951,Vignes-la-Côte,vignes-la-cote,52,52523,52700,48.2667,5.3,100
19952,Villiers-lès-Aprey,villiers-les-aprey,52,52536,52190,47.75,5.21667,0
19953,Leuchey,leuchey,52,52285,52190,47.7333,5.21667,100
19954,Ninville,ninville,52,52352,52800,48.0667,5.43333,100
19955,Osne-le-Val,osne-le-val,52,52370,52300,48.5,5.18333,300
19956,Enfonvelle,enfonvelle,52,52185,52400,47.9333,5.86667,100
19957,Merrey,merrey,52,52320,52240,48.05,5.6,100
19958,Frécourt,frecourt,52,52207,52360,47.95,5.45,100
19959,Thol-lès-Millières,thol-les-millieres,52,52489,52240,48.15,5.48333,0
19960,Savigny,savigny-52,52,52467,52500,47.7167,5.65,100
19961,Pressigny,pressigny-52,52,52406,52500,47.75,5.66667,200
19962,Andilly-en-Bassigny,andilly-en-bassigny,52,52009,52360,47.9167,5.51667,100
19963,Brainville-sur-Meuse,brainville-sur-meuse,52,52067,52150,48.1833,5.58333,100
19964,Voisey,voisey,52,52544,52400,47.8833,5.78333,400
19965,Isômes,isomes,52,52249,52190,47.65,5.3,100
19966,Illoud,illoud,52,52247,52150,48.2167,5.56667,300
19967,Aubérive,auberive-52,52,52023,52160,47.7833,5.05,200
19968,Poinson-lès-Nogent,poinson-les-nogent,52,52396,52800,48.0,5.36667,200
19969,Courcelles-sur-Blaise,courcelles-sur-blaise,52,52149,52110,48.4167,4.93333,100
19970,Blaisy,blaisy,52,52053,52330,48.1833,5.0,100
19971,Vaudrecourt,vaudrecourt,52,52505,52150,48.2,5.65,0
19972,Maisoncelles,maisoncelles-52,52,52301,52240,48.1333,5.53333,100
19973,Bricon,bricon,52,52076,52120,48.0833,4.96667,400
19974,Treix,treix,52,52494,52000,48.15,5.18333,200
19975,Sexfontaines,sexfontaines,52,52472,52330,48.2,5.03333,100
19976,Fontaines-sur-Marne,fontaines-sur-marne,52,52203,52170,48.55,5.1,200
19977,Anrosey,anrosey,52,52013,52500,47.8333,5.66667,200
19978,Vignory,vignory,52,52524,52320,48.2833,5.1,300
19979,Montheries,montheries,52,52330,52330,48.1667,4.91667,100
19980,Vaudrémont,vaudremont,52,52506,52330,48.1333,4.9,100
19981,Chevillon,chevillon-52,52,52123,52170,48.5333,5.13333,1400
19982,Froncles,froncles,52,52211,52320,48.3,5.15,1600
19983,Marbéville,marbeville,52,52310,52320,48.2833,5.01667,100
19984,Clinchamp,clinchamp,52,52133,52700,48.2,5.45,100
19985,Baissey,baissey,52,52035,52250,47.75,5.25,200
19986,Cirey-lès-Mareilles,cirey-les-mareilles,52,52128,52700,48.2,5.28333,100
19987,Soyers,soyers,52,52483,52400,47.8667,5.7,100
19988,Briaucourt,briaucourt-52,52,52075,52700,48.2167,5.18333,200
19989,Laneuvelle,laneuvelle,52,52264,52400,47.9167,5.66667,100
19990,Orcevaux,orcevaux,52,52364,52250,47.7833,5.26667,100
19991,Rupt,rupt,52,52442,52300,48.4167,5.13333,300
19992,Lanques-sur-Rognon,lanques-sur-rognon,52,52271,52800,48.0833,5.36667,200
19993,Cirfontaines-en-Ornois,cirfontaines-en-ornois,52,52131,52230,48.45,5.38333,100
19994,Ageville,ageville,52,52001,52340,48.1167,5.35,300
19995,Saints-Geosmes,saints-geosmes,52,52449,52200,47.8333,5.33333,1000
19996,Villiers-le-Sec,villiers-le-sec-52,52,52535,52000,48.1,5.06667,600
19997,Perrusse,perrusse,52,52385,52240,48.1,5.48333,0
19998,Saint-Maurice,saint-maurice-52,52,52453,52200,47.85,5.4,100
19999,Montot-sur-Rognon,montot-sur-rognon,52,52335,52700,48.2833,5.28333,100
20000,Poissons,poissons,52,52398,52230,48.4167,5.21667,700
20001,Flagey,flagey-52,52,52200,52250,47.7833,5.25,100
20002,Braux-le-Châtel,braux-le-chatel,52,52069,52120,48.1,4.95,100
20003,Heuilley-Cotton,heuilley-cotton,52,52239,52600,47.7667,5.36667,300
20004,Harréville-les-Chanteurs,harreville-les-chanteurs,52,52237,52150,48.2667,5.63333,300
20005,Vesvres-sous-Chalancey,vesvres-sous-chalancey,52,52519,52190,47.7,5.16667,100
20006,Occey,occey,52,52360,52190,47.6167,5.26667,100
20007,Goncourt,goncourt,52,52225,52150,48.2403,5.60778,300
20008,Laferté-sur-Aube,laferte-sur-aube,52,52258,52120,48.1,4.78333,400
20009,Voncourt,voncourt,52,52546,52500,47.7167,5.66667,0
20010,Colmier-le-Haut,colmier-le-haut,52,52138,52160,47.7833,4.96667,100
20011,Saint-Broingt-les-Fosses,saint-broingt-les-fosses,52,52446,52190,47.7167,5.26667,200
20012,Mouilleron,mouilleron,52,52344,52160,47.7,5.11667,0
20013,Silvarouvres,silvarouvres,52,52474,52120,48.0667,4.78333,0
20014,Vaillant,vaillant,52,52499,52160,47.7,5.15,100
20015,Euffigneix,euffigneix,52,52193,52000,48.1333,5.03333,300
20016,Culmont,culmont,52,52155,52600,47.8167,5.43333,600
20017,Baudrecourt,baudrecourt-52,52,52039,52110,48.4,4.95,100
20018,Bailly-aux-Forges,bailly-aux-forges,52,52034,52130,48.4667,4.91667,100
20019,Ecot-la-Combe,ecot-la-combe,52,52183,52700,48.2167,5.38333,0
20020,Graffigny-Chemin,graffigny-chemin,52,52227,52150,48.1667,5.63333,200
20021,Choiseul,choiseul,52,52127,52240,48.0667,5.56667,100
20022,Laferté-sur-Amance,laferte-sur-amance,52,52257,52500,47.8333,5.7,100
20023,Consigny,consigny,52,52142,52700,48.1667,5.41667,100
20024,Poinson-lès-Grancey,poinson-les-grancey,52,52395,52160,47.7,4.98333,100
20025,Rouelles,rouelles,52,52437,52160,47.8,5.08333,0
20026,Gillaumé,gillaume,52,52222,52230,48.4667,5.33333,0
20027,Rochefort-sur-la-Côte,rochefort-sur-la-cote,52,52428,52700,48.2167,5.2,100
20028,Montreuil-sur-Thonnance,montreuil-sur-thonnance,52,52337,52230,48.45,5.23333,100
20029,Daillecourt,daillecourt,52,52161,52240,48.0833,5.5,100
20030,Farincourt,farincourt,52,52195,52500,47.7,5.68333,100
20031,Château-Gontier,chateau-gontier,53,53062,53200,47.8333,-0.7,11400
20032,Marcillé-la-Ville,marcille-la-ville,53,53144,53440,48.3,-0.5,800
20033,Launay-Villiers,launay-villiers,53,53129,53410,48.1333,-1.0,400
20034,Montigné-le-Brillant,montigne-le-brillant,53,53157,53970,48.0167,-0.816667,1300
20035,Coudray,coudray-53,53,53078,53200,47.7833,-0.633333,800
20036,Craon,craon-53,53,53084,53400,47.85,-0.95,4600
20037,Daon,daon,53,53089,53200,47.75,-0.633333,500
20038,Bazougers,bazougers,53,53025,53170,48.0167,-0.583333,1000
20039,La Pallu,pallu,53,53173,53140,48.5,-0.3,200
20040,Saint-Cyr-en-Pail,saint-cyr-en-pail,53,53208,53140,48.4333,-0.25,400
20041,Renazé,renaze,53,53188,53800,47.8,-1.05,2700
20042,Saint-Germain-le-Fouilloux,saint-germain-le-fouilloux,53,53224,53240,48.1333,-0.783333,1000
20043,Fougerolles-du-Plessis,fougerolles-du-plessis,53,53100,53190,48.4667,-0.983333,1400
20044,La Haie-Traversaine,haie-traversaine,53,53111,53300,48.3667,-0.616667,500
20045,La Dorée,doree,53,53093,53190,48.45,-0.966667,300
20046,Juvigné,juvigne,53,53123,53380,48.2333,-1.03333,1400
20047,Charchigné,charchigne,53,53061,53250,48.4167,-0.416667,500
20048,Placé,place,53,53179,53240,48.25,-0.783333,300
20049,Levaré,levare,53,53132,53120,48.4167,-0.916667,300
20050,Saint-Pierre-des-Landes,saint-pierre-des-landes,53,53245,53500,48.2667,-1.01667,1000
20051,Le Ham,ham-53,53,53112,53250,48.3833,-0.383333,400
20052,Loupfougères,loupfougeres,53,53139,53700,48.3333,-0.35,400
20053,Saint-Aubin-du-Désert,saint-aubin-du-desert,53,53198,53700,48.3,-0.2,300
20054,Ravigny,ravigny,53,53187,61420,48.45,-0.066667,200
20055,Senonnes,senonnes,53,53259,53390,47.8,-1.2,400
20056,Saint-Germain-le-Guillaume,saint-germain-le-guillaume,53,53225,53240,48.2,-0.816667,500
20057,Saint-Hilaire-du-Maine,saint-hilaire-du-maine,53,53226,53380,48.2333,-0.933333,800
20058,Martigné-sur-Mayenne,martigne-sur-mayenne,53,53146,53470,48.1945,-0.663056,1600
20059,Ballots,ballots,53,53018,53350,47.9,-1.05,1200
20060,Landivy,landivy,53,53125,53190,48.4667,-1.03333,1200
20061,Thubœuf,thuboeuf,53,53263,53110,48.5,-0.45,300
20062,La Bigottière,bigottiere,53,53031,53240,48.2167,-0.8,400
20063,Chantrigné,chantrigne,53,53055,53300,48.4167,-0.566667,600
20064,Alexain,alexain,53,53002,53240,48.2333,-0.766667,500
20065,La Gravelle,gravelle,53,53108,53410,48.0667,-1.01667,500
20066,Sainte-Gemmes-le-Robert,sainte-gemmes-le-robert,53,53218,53600,48.2,-0.366667,800
20067,Laigné,laigne-53,53,53124,53200,47.85,-0.816667,800
20068,Izé,ize,53,53120,53160,48.2333,-0.316667,500
20069,Méral,meral,53,53151,53230,47.9667,-0.983333,1100
20070,Meslay-du-Maine,meslay-du-maine,53,53152,53170,47.95,-0.55,2700
20071,Marigné-Peuton,marigne-peuton,53,53145,53200,47.8667,-0.8,600
20072,Sacé,sace,53,53195,53470,48.1856,-0.713333,400
20073,La Selle-Craonnaise,selle-craonnaise,53,53258,53800,47.85,-1.03333,900
